Classificação_Lucro;Auditoria_De_Frete;Verificação_De_Entrega;Comissões;Classificação_Demográfica
Alta Lucratividade;Frete OK;Pendente;359,48;Adulto
Alta Lucratividade;Frete OK;11;1224;Adulto
Lucratividade Normal;Auditar Frete;24;174,2;Jovem
Lucratividade Normal;Frete OK;Pendente;87,516;Adulto
Alta Lucratividade;Frete OK;Pendente;426,672;Adulto
Alta Lucratividade;Frete OK;Pendente;601,54;Adulto
Alta Lucratividade;Frete OK;Pendente;352,92;Adulto
Lucratividade Normal;Auditar Frete;Pendente;12,54;Jovem
Lucratividade Normal;Frete OK;Pendente;202,932;Adulto
Lucratividade Normal;Frete OK;Pendente;321,984;Jovem
Lucratividade Normal;Frete OK;Pendente;33,354;Adulto
Lucratividade Normal;Frete OK;Pendente;108,108;Adulto
Lucratividade Normal;Auditar Frete;9;5,757;Jovem
Alta Lucratividade;Frete OK;7;545,328;Adulto
Lucratividade Normal;Auditar Frete;Pendente;4,335;Adulto
Lucratividade Normal;Frete OK;Pendente;221;Adulto
Alta Lucratividade;Frete OK;Pendente;501,22;Adulto
Lucratividade Normal;Auditar Frete;2;48,06;Jovem
Alta Lucratividade;Frete OK;Pendente;811,3;Jovem
Lucratividade Normal;Frete OK;Pendente;77,184;Jovem
Lucratividade Normal;Frete OK;7;228,48;Adulto
Lucratividade Normal;Frete OK;16;105,842;Adulto
Lucratividade Normal;Auditar Frete;Pendente;85,5;Adulto
Alta Lucratividade;Frete OK;18;292,572;Adulto
Lucratividade Normal;Frete OK;24;105,165;Jovem
Alta Lucratividade;Frete OK;Pendente;1995,75;Jovem
Lucratividade Normal;Auditar Frete;15;33,804;Adulto
Lucratividade Normal;Frete OK;10;70,524;Jovem
Lucratividade Normal;Frete OK;2;284,376;Adulto
Lucratividade Normal;Frete OK;14;98,974;Adulto
Lucratividade Normal;Frete OK;Pendente;124,848;Adulto
Lucratividade Normal;Frete OK;25;357,35;Adulto
Lucratividade Normal;Frete OK;24;200,963;Adulto
Lucratividade Normal;Auditar Frete;Pendente;15,105;Jovem
Alta Lucratividade;Frete OK;Pendente;214,37;Adulto
Alta Lucratividade;Frete OK;22;395,124;Adulto
Lucratividade Normal;Frete OK;25;302,634;Adulto
Lucratividade Normal;Frete OK;Pendente;204,953;Adulto
Lucratividade Normal;Frete OK;6;78,15;Adulto
Lucratividade Normal;Frete OK;18;200,804;Jovem
Lucratividade Normal;Frete OK;9;123,948;Adulto
Alta Lucratividade;Frete OK;Pendente;448,83;Adulto
Alta Lucratividade;Frete OK;12;1616;Adulto
Lucratividade Normal;Frete OK;Pendente;66,528;Adulto
Alta Lucratividade;Frete OK;5;363,744;Adulto
Lucratividade Normal;Frete OK;Pendente;173,718;Adulto
Lucratividade Normal;Frete OK;7;45,432;Adulto
Alta Lucratividade;Frete OK;7;840,56;Adulto
Lucratividade Normal;Frete OK;23;212,2;Adulto
Lucratividade Normal;Auditar Frete;13;12,393;Jovem
Lucratividade Normal;Frete OK;Pendente;64,923;Adulto
Lucratividade Normal;Auditar Frete;22;53,352;Jovem
Alta Lucratividade;Frete OK;24;591,84;Adulto
Alta Lucratividade;Frete OK;4;464,4;Adulto
Alta Lucratividade;Frete OK;17;330,39;Adulto
Lucratividade Normal;Frete OK;25;127,296;Adulto
Alta Lucratividade;Frete OK;15;720;Adulto
Lucratividade Normal;Frete OK;2;98,424;Adulto
Lucratividade Normal;Auditar Frete;Pendente;53,686;Adulto
Lucratividade Normal;Auditar Frete;Pendente;19,4;Jovem
Lucratividade Normal;Frete OK;Pendente;234,27;Adulto
Lucratividade Normal;Frete OK;20;138,776;Adulto
Alta Lucratividade;Frete OK;Pendente;198,873;Adulto
Lucratividade Normal;Frete OK;13;183;Adulto
Lucratividade Normal;Frete OK;17;55,728;Jovem
Lucratividade Normal;Frete OK;Pendente;68,856;Adulto
Alta Lucratividade;Frete OK;Pendente;596,296;Adulto
Lucratividade Normal;Auditar Frete;20;52,801;Adulto
Lucratividade Normal;Frete OK;Pendente;192,474;Adulto
Alta Lucratividade;Frete OK;11;552,67;Jovem
Lucratividade Normal;Frete OK;5;189,6;Adulto
Lucratividade Normal;Auditar Frete;Pendente;18,9;Adulto
Lucratividade Normal;Frete OK;Pendente;152;Jovem
Lucratividade Normal;Frete OK;Pendente;659,4;Adulto
Lucratividade Normal;Frete OK;11;210,096;Adulto
Alta Lucratividade;Frete OK;Pendente;1766,5;Adulto
Alta Lucratividade;Frete OK;Pendente;312,324;Adulto
Alta Lucratividade;Frete OK;Pendente;391,068;Adulto
Alta Lucratividade;Frete OK;14;2188,35;Adulto
Alta Lucratividade;Frete OK;Pendente;892;Adulto
Lucratividade Normal;Frete OK;Pendente;222,072;Adulto
Alta Lucratividade;Frete OK;Pendente;625,632;Adulto
Lucratividade Normal;Auditar Frete;Pendente;5,244;Adulto
Lucratividade Normal;Frete OK;19;77,605;Adulto
Lucratividade Normal;Frete OK;13;168,7;Adulto
Alta Lucratividade;Frete OK;3;432,82;Adulto
Lucratividade Normal;Frete OK;15;170,848;Jovem
Lucratividade Normal;Frete OK;Pendente;161,313;Adulto
Alta Lucratividade;Frete OK;Pendente;539,028;Jovem
Lucratividade Normal;Frete OK;10;62,288;Adulto
Lucratividade Normal;Frete OK;4;278,964;Adulto
Alta Lucratividade;Frete OK;Pendente;690,75;Adulto
Lucratividade Normal;Frete OK;4;27,472;Adulto
Alta Lucratividade;Frete OK;Pendente;720,5;Adulto
Alta Lucratividade;Frete OK;3;798,5;Adulto
Lucratividade Normal;Frete OK;16;64,676;Adulto
Lucratividade Normal;Auditar Frete;4;31,977;Jovem
Lucratividade Normal;Frete OK;9;166,464;Adulto
Lucratividade Normal;Frete OK;2;47,923;Jovem
Lucratividade Normal;Auditar Frete;3;59,926;Adulto
Lucratividade Normal;Frete OK;25;62,271;Adulto
Alta Lucratividade;Frete OK;24;1590,4;Adulto
Alta Lucratividade;Frete OK;23;496,62;Adulto
Lucratividade Normal;Frete OK;Pendente;733;Adulto
Lucratividade Normal;Frete OK;Pendente;178,05;Adulto
Lucratividade Normal;Frete OK;Pendente;43,206;Jovem
Lucratividade Normal;Frete OK;Pendente;105,723;Adulto
Alta Lucratividade;Frete OK;18;249,237;Adulto
Lucratividade Normal;Frete OK;21;35,112;Adulto
Lucratividade Normal;Auditar Frete;Pendente;22,968;Adulto
Lucratividade Normal;Frete OK;Pendente;87,516;Adulto
Lucratividade Normal;Frete OK;Pendente;69,003;Adulto
Lucratividade Normal;Frete OK;Pendente;234,308;Adulto
Alta Lucratividade;Frete OK;Pendente;439,11;Adulto
Lucratividade Normal;Frete OK;18;86,1;Adulto
Lucratividade Normal;Frete OK;Pendente;117,686;Adulto
Lucratividade Normal;Auditar Frete;24;24,016;Adulto
Lucratividade Normal;Frete OK;5;71,934;Adulto
Alta Lucratividade;Frete OK;Pendente;543,592;Jovem
Lucratividade Normal;Frete OK;Pendente;334,3;Adulto
Alta Lucratividade;Frete OK;Pendente;728,127;Adulto
Lucratividade Normal;Frete OK;3;305,862;Adulto
Lucratividade Normal;Frete OK;11;377,55;Adulto
Alta Lucratividade;Frete OK;Pendente;1053;Adulto
Lucratividade Normal;Frete OK;4;68,457;Adulto
Alta Lucratividade;Frete OK;Pendente;229,881;Adulto
Lucratividade Normal;Auditar Frete;Pendente;124,4;Jovem
Alta Lucratividade;Frete OK;Pendente;1262,7;Adulto
Lucratividade Normal;Frete OK;Pendente;135,54;Adulto
Lucratividade Normal;Frete OK;Pendente;24;Jovem
Alta Lucratividade;Frete OK;Pendente;435,456;Adulto
Lucratividade Normal;Frete OK;Pendente;51,93;Adulto
Lucratividade Normal;Frete OK;20;95,688;Adulto
Alta Lucratividade;Frete OK;Pendente;312,018;Jovem
Lucratividade Normal;Frete OK;Pendente;132,924;Adulto
Alta Lucratividade;Frete OK;Pendente;678,528;Jovem
Lucratividade Normal;Frete OK;3;208,98;Adulto
Alta Lucratividade;Frete OK;Pendente;1399,6;Adulto
Alta Lucratividade;Frete OK;3;934,99;Adulto
Alta Lucratividade;Frete OK;Pendente;212,976;Adulto
Alta Lucratividade;Frete OK;Pendente;1462,8;Jovem
Lucratividade Normal;Frete OK;Pendente;151,791;Adulto
Alta Lucratividade;Frete OK;Pendente;473,499;Jovem
Alta Lucratividade;Frete OK;13;1454,85;Adulto
Lucratividade Normal;Frete OK;11;208,539;Adulto
Lucratividade Normal;Auditar Frete;Pendente;13,176;Jovem
Alta Lucratividade;Frete OK;10;284,832;Adulto
Lucratividade Normal;Frete OK;12;102,459;Adulto
Lucratividade Normal;Frete OK;Pendente;145,554;Adulto
Alta Lucratividade;Frete OK;11;331,056;Adulto
Lucratividade Normal;Frete OK;14;42,826;Adulto
Lucratividade Normal;Frete OK;Pendente;261,12;Adulto
Lucratividade Normal;Auditar Frete;25;3,417;Adulto
Lucratividade Normal;Frete OK;18;173,264;Adulto
Lucratividade Normal;Frete OK;Pendente;288;Adulto
Lucratividade Normal;Frete OK;8;274,455;Jovem
Lucratividade Normal;Frete OK;Pendente;124,56;Jovem
Lucratividade Normal;Frete OK;7;81,36;Adulto
Lucratividade Normal;Auditar Frete;Pendente;9,4;Adulto
Alta Lucratividade;Frete OK;Pendente;396,378;Adulto
Lucratividade Normal;Frete OK;11;185,895;Adulto
Lucratividade Normal;Frete OK;Pendente;243,35;Adulto
Alta Lucratividade;Frete OK;Pendente;308,38;Adulto
Lucratividade Normal;Auditar Frete;10;15,81;Adulto
Lucratividade Normal;Frete OK;10;250,155;Adulto
Lucratividade Normal;Frete OK;Pendente;69,264;Adulto
Lucratividade Normal;Frete OK;17;117,558;Adulto
Lucratividade Normal;Frete OK;Pendente;34,6;Adulto
Lucratividade Normal;Auditar Frete;Pendente;4,93;Adulto
Lucratividade Normal;Frete OK;5;256,752;Adulto
Alta Lucratividade;Frete OK;Pendente;234,09;Adulto
Alta Lucratividade;Frete OK;Pendente;1514,45;Adulto
Lucratividade Normal;Frete OK;21;286,349;Adulto
Lucratividade Normal;Auditar Frete;Pendente;42,33;Adulto
Alta Lucratividade;Frete OK;10;1167,6;Adulto
Alta Lucratividade;Frete OK;2;257,159;Adulto
Alta Lucratividade;Frete OK;14;951,8;Adulto
Lucratividade Normal;Frete OK;17;177,042;Adulto
Lucratividade Normal;Frete OK;19;44,625;Adulto
Lucratividade Normal;Auditar Frete;5;17,496;Adulto
Alta Lucratividade;Frete OK;25;429,21;Adulto
Lucratividade Normal;Auditar Frete;3;25,479;Adulto
Alta Lucratividade;Frete OK;Pendente;838,2;Adulto
Lucratividade Normal;Frete OK;8;277,21;Adulto
Alta Lucratividade;Frete OK;Pendente;554,778;Adulto
Alta Lucratividade;Frete OK;6;282,264;Adulto
Lucratividade Normal;Frete OK;Pendente;86,564;Jovem
Alta Lucratividade;Frete OK;Pendente;294,31;Jovem
Lucratividade Normal;Frete OK;14;178,676;Adulto
Alta Lucratividade;Frete OK;Pendente;1424,4;Jovem
Lucratividade Normal;Frete OK;Pendente;31,161;Jovem
Lucratividade Normal;Frete OK;Pendente;205,656;Jovem
Lucratividade Normal;Frete OK;11;91,314;Adulto
Lucratividade Normal;Frete OK;12;248,7;Adulto
Alta Lucratividade;Frete OK;15;471,258;Adulto
Lucratividade Normal;Frete OK;Pendente;446,1;Adulto
Lucratividade Normal;Frete OK;Pendente;223,15;Adulto
Lucratividade Normal;Auditar Frete;Pendente;48,716;Adulto
Lucratividade Normal;Auditar Frete;Pendente;22,542;Adulto
Alta Lucratividade;Frete OK;2;832,5;Adulto
Lucratividade Normal;Frete OK;23;279,5;Adulto
Lucratividade Normal;Frete OK;17;33,796;Adulto
Lucratividade Normal;Frete OK;17;188,496;Adulto
Lucratividade Normal;Frete OK;Pendente;35,496;Adulto
Alta Lucratividade;Frete OK;Pendente;350,968;Adulto
Lucratividade Normal;Auditar Frete;Pendente;45,79;Adulto
Lucratividade Normal;Frete OK;Pendente;193,173;Adulto
Lucratividade Normal;Auditar Frete;Pendente;11,115;Adulto
Alta Lucratividade;Frete OK;14;712,728;Jovem
Lucratividade Normal;Frete OK;Pendente;72,811;Adulto
Lucratividade Normal;Frete OK;Pendente;415,2;Adulto
Lucratividade Normal;Frete OK;Pendente;184,015;Adulto
Lucratividade Normal;Auditar Frete;10;91,9;Adulto
Alta Lucratividade;Frete OK;16;569,415;Adulto
Lucratividade Normal;Frete OK;16;66,25;Jovem
Alta Lucratividade;Frete OK;8;900,9;Adulto
Alta Lucratividade;Frete OK;Pendente;802,18;Adulto
Lucratividade Normal;Frete OK;12;30,495;Adulto
Lucratividade Normal;Frete OK;12;79,25;Adulto
Lucratividade Normal;Frete OK;Pendente;285,294;Adulto
Alta Lucratividade;Frete OK;Pendente;224,406;Adulto
Alta Lucratividade;Frete OK;Pendente;1605;Adulto
Alta Lucratividade;Frete OK;Pendente;649,306;Adulto
Lucratividade Normal;Frete OK;18;56,016;Jovem
Alta Lucratividade;Frete OK;Pendente;514,254;Jovem
Lucratividade Normal;Frete OK;6;62,934;Adulto
Lucratividade Normal;Auditar Frete;Pendente;65,232;Jovem
Alta Lucratividade;Frete OK;Pendente;1040,2;Adulto
Alta Lucratividade;Frete OK;22;1714,65;Adulto
Lucratividade Normal;Frete OK;9;61,161;Adulto
Alta Lucratividade;Frete OK;19;558,41;Adulto
Lucratividade Normal;Frete OK;21;191,748;Adulto
Alta Lucratividade;Frete OK;Pendente;765,9;Jovem
Lucratividade Normal;Frete OK;2;102,306;Adulto
Lucratividade Normal;Auditar Frete;Pendente;14,076;Jovem
Alta Lucratividade;Frete OK;4;354,942;Adulto
Lucratividade Normal;Frete OK;24;111,078;Adulto
Lucratividade Normal;Frete OK;8;80,784;Jovem
Lucratividade Normal;Frete OK;10;181,968;Adulto
Alta Lucratividade;Frete OK;15;284,221;Adulto
Alta Lucratividade;Frete OK;Pendente;483,084;Adulto
Lucratividade Normal;Frete OK;Pendente;105,696;Adulto
Alta Lucratividade;Frete OK;Pendente;834,02;Adulto
Alta Lucratividade;Frete OK;11;380,12;Adulto
Lucratividade Normal;Frete OK;Pendente;13,446;Adulto
Alta Lucratividade;Frete OK;2;356,32;Adulto
Alta Lucratividade;Frete OK;Pendente;463,296;Jovem
Alta Lucratividade;Frete OK;Pendente;526,2;Adulto
Lucratividade Normal;Frete OK;Pendente;406,2;Jovem
Alta Lucratividade;Frete OK;Pendente;1862,8;Adulto
Lucratividade Normal;Frete OK;Pendente;433,3;Adulto
Lucratividade Normal;Frete OK;21;71,858;Adulto
Alta Lucratividade;Frete OK;18;295,056;Adulto
Lucratividade Normal;Frete OK;Pendente;189,772;Adulto
Lucratividade Normal;Frete OK;23;78,736;Adulto
Alta Lucratividade;Frete OK;7;1131,9;Adulto
Lucratividade Normal;Frete OK;Pendente;212,67;Adulto
Alta Lucratividade;Frete OK;Pendente;461,51;Adulto
Lucratividade Normal;Frete OK;Pendente;426;Adulto
Alta Lucratividade;Frete OK;18;378,216;Adulto
Alta Lucratividade;Frete OK;Pendente;1251,45;Adulto
Lucratividade Normal;Frete OK;Pendente;96,768;Adulto
Lucratividade Normal;Auditar Frete;7;17,136;Jovem
Alta Lucratividade;Frete OK;Pendente;496,736;Adulto
Lucratividade Normal;Frete OK;13;119,612;Adulto
Lucratividade Normal;Frete OK;6;94,792;Adulto
Lucratividade Normal;Frete OK;Pendente;219,4;Adulto
Alta Lucratividade;Frete OK;19;268,416;Jovem
Alta Lucratividade;Frete OK;Pendente;515,268;Adulto
Lucratividade Normal;Auditar Frete;Pendente;57,25;Jovem
Alta Lucratividade;Frete OK;4;1414;Adulto
Lucratividade Normal;Frete OK;Pendente;237,05;Adulto
Alta Lucratividade;Frete OK;11;863,5;Adulto
Alta Lucratividade;Frete OK;11;435,974;Adulto
Lucratividade Normal;Frete OK;11;46,206;Adulto
Lucratividade Normal;Frete OK;Pendente;114;Adulto
Alta Lucratividade;Frete OK;6;499,968;Adulto
Lucratividade Normal;Frete OK;Pendente;45,03;Adulto
Alta Lucratividade;Frete OK;20;568,442;Adulto
Lucratividade Normal;Frete OK;11;146,3;Adulto
Lucratividade Normal;Frete OK;Pendente;129,88;Adulto
Lucratividade Normal;Frete OK;Pendente;127,738;Adulto
Lucratividade Normal;Frete OK;Pendente;53,599;Jovem
Alta Lucratividade;Frete OK;23;376,2;Adulto
Alta Lucratividade;Frete OK;10;1649,9;Adulto
Lucratividade Normal;Frete OK;Pendente;541,5;Adulto
Lucratividade Normal;Frete OK;15;122,485;Adulto
Lucratividade Normal;Frete OK;Pendente;172,08;Adulto
Lucratividade Normal;Frete OK;Pendente;89,11;Adulto
Alta Lucratividade;Frete OK;Pendente;446,31;Adulto
Alta Lucratividade;Frete OK;20;429,66;Jovem
Alta Lucratividade;Frete OK;Pendente;215,27;Adulto
Lucratividade Normal;Auditar Frete;13;6,804;Adulto
Alta Lucratividade;Frete OK;17;343,584;Jovem
Alta Lucratividade;Frete OK;Pendente;390,26;Jovem
Lucratividade Normal;Auditar Frete;Pendente;9,09;Adulto
Lucratividade Normal;Frete OK;11;325,584;Adulto
Lucratividade Normal;Frete OK;11;41,472;Adulto
Alta Lucratividade;Frete OK;21;586,08;Adulto
Lucratividade Normal;Frete OK;Pendente;86,508;Adulto
Lucratividade Normal;Frete OK;Pendente;125,532;Adulto
Lucratividade Normal;Frete OK;21;595;Jovem
Alta Lucratividade;Frete OK;17;710,694;Adulto
Alta Lucratividade;Frete OK;21;1152;Adulto
Lucratividade Normal;Frete OK;23;55,95;Adulto
Lucratividade Normal;Frete OK;18;124,27;Adulto
Lucratividade Normal;Frete OK;23;93,138;Adulto
Alta Lucratividade;Frete OK;Pendente;563,958;Adulto
Lucratividade Normal;Frete OK;Pendente;111,036;Adulto
Alta Lucratividade;Frete OK;Pendente;944,8;Adulto
Lucratividade Normal;Frete OK;Pendente;154,548;Adulto
Lucratividade Normal;Auditar Frete;8;52,744;Adulto
Lucratividade Normal;Frete OK;Pendente;139,434;Adulto
Lucratividade Normal;Frete OK;Pendente;82,404;Jovem
Alta Lucratividade;Frete OK;Pendente;1828,4;Adulto
Lucratividade Normal;Frete OK;15;137,97;Adulto
Lucratividade Normal;Frete OK;Pendente;202,77;Jovem
Lucratividade Normal;Frete OK;Pendente;376,95;Adulto
Lucratividade Normal;Frete OK;Pendente;127,296;Adulto
Alta Lucratividade;Frete OK;9;501,486;Jovem
Alta Lucratividade;Frete OK;20;767,1;Adulto
Alta Lucratividade;Frete OK;Pendente;419,9;Adulto
Alta Lucratividade;Frete OK;Pendente;374,646;Adulto
Alta Lucratividade;Frete OK;Pendente;441,936;Jovem
Alta Lucratividade;Frete OK;14;413,06;Adulto
Lucratividade Normal;Frete OK;Pendente;143,91;Adulto
Alta Lucratividade;Frete OK;Pendente;366,044;Adulto
Lucratividade Normal;Frete OK;Pendente;53,2;Adulto
Alta Lucratividade;Frete OK;2;426,645;Adulto
Lucratividade Normal;Auditar Frete;Pendente;3,762;Jovem
Alta Lucratividade;Frete OK;17;567,392;Jovem
Lucratividade Normal;Frete OK;Pendente;133,38;Adulto
Lucratividade Normal;Frete OK;Pendente;161,82;Adulto
Alta Lucratividade;Frete OK;7;953,8;Adulto
Lucratividade Normal;Frete OK;4;88,488;Adulto
Alta Lucratividade;Frete OK;20;884,83;Adulto
Alta Lucratividade;Frete OK;Pendente;305,286;Adulto
Lucratividade Normal;Frete OK;8;301,614;Adulto
Lucratividade Normal;Frete OK;20;311,04;Adulto
Alta Lucratividade;Frete OK;Pendente;275,315;Adulto
Lucratividade Normal;Frete OK;13;112,3;Adulto
Lucratividade Normal;Frete OK;Pendente;313,88;Adulto
Lucratividade Normal;Frete OK;23;536,4;Adulto
Alta Lucratividade;Frete OK;8;716,544;Adulto
Lucratividade Normal;Frete OK;16;330,25;Adulto
Alta Lucratividade;Frete OK;10;462,27;Adulto
Alta Lucratividade;Frete OK;23;648,448;Adulto
Alta Lucratividade;Frete OK;Pendente;523,908;Adulto
Alta Lucratividade;Frete OK;Pendente;1626;Adulto
Lucratividade Normal;Frete OK;17;374,4;Adulto
Lucratividade Normal;Auditar Frete;Pendente;16,992;Adulto
Lucratividade Normal;Frete OK;Pendente;41,706;Adulto
Alta Lucratividade;Frete OK;22;533,05;Adulto
Alta Lucratividade;Frete OK;21;543,186;Adulto
Alta Lucratividade;Frete OK;Pendente;1603;Adulto
Lucratividade Normal;Auditar Frete;Pendente;13,356;Jovem
Lucratividade Normal;Frete OK;Pendente;153,36;Adulto
Lucratividade Normal;Frete OK;10;238;Adulto
Lucratividade Normal;Frete OK;Pendente;73,355;Adulto
Lucratividade Normal;Auditar Frete;Pendente;88,9;Adulto
Alta Lucratividade;Frete OK;Pendente;447,3;Adulto
Alta Lucratividade;Frete OK;6;300,9;Adulto
Lucratividade Normal;Frete OK;4;88,196;Jovem
Lucratividade Normal;Frete OK;Pendente;222,813;Adulto
Lucratividade Normal;Frete OK;Pendente;88,128;Adulto
Alta Lucratividade;Frete OK;10;403,056;Adulto
Lucratividade Normal;Frete OK;Pendente;259,956;Adulto
Lucratividade Normal;Frete OK;Pendente;141,236;Jovem
Alta Lucratividade;Frete OK;3;657,3;Adulto
Lucratividade Normal;Frete OK;16;128,25;Adulto
Lucratividade Normal;Frete OK;3;72,252;Adulto
Lucratividade Normal;Frete OK;7;80,75;Adulto
Alta Lucratividade;Frete OK;25;570,724;Jovem
Lucratividade Normal;Frete OK;Pendente;102,34;Adulto
Alta Lucratividade;Frete OK;5;889,2;Adulto
Alta Lucratividade;Frete OK;12;382,284;Adulto
Lucratividade Normal;Auditar Frete;Pendente;67,222;Adulto
Alta Lucratividade;Frete OK;7;1018;Adulto
Lucratividade Normal;Frete OK;Pendente;76,912;Adulto
Alta Lucratividade;Frete OK;22;753,597;Adulto
Lucratividade Normal;Auditar Frete;20;30,571;Adulto
Alta Lucratividade;Frete OK;Pendente;689,184;Adulto
Lucratividade Normal;Frete OK;13;169,67;Adulto
Lucratividade Normal;Frete OK;Pendente;28,5;Jovem
Alta Lucratividade;Frete OK;Pendente;354,084;Adulto
Alta Lucratividade;Frete OK;5;909;Adulto
Lucratividade Normal;Frete OK;Pendente;325,4;Adulto
Alta Lucratividade;Frete OK;Pendente;226,695;Adulto
Lucratividade Normal;Frete OK;12;161,658;Adulto
Lucratividade Normal;Frete OK;24;134,824;Adulto
Alta Lucratividade;Frete OK;Pendente;658,692;Adulto
Lucratividade Normal;Auditar Frete;Pendente;6,84;Adulto
Lucratividade Normal;Frete OK;13;249,588;Adulto
Lucratividade Normal;Frete OK;18;155,736;Adulto
Lucratividade Normal;Frete OK;Pendente;30,06;Adulto
Alta Lucratividade;Frete OK;Pendente;281,384;Adulto
Lucratividade Normal;Auditar Frete;Pendente;53,856;Adulto
Lucratividade Normal;Frete OK;3;64,476;Adulto
Alta Lucratividade;Frete OK;Pendente;480,24;Adulto
Alta Lucratividade;Frete OK;18;577,584;Adulto
Lucratividade Normal;Frete OK;9;83,623;Adulto
Lucratividade Normal;Frete OK;Pendente;15,264;Adulto
Lucratividade Normal;Frete OK;Pendente;83,708;Adulto
Lucratividade Normal;Auditar Frete;Pendente;25,327;Jovem
Lucratividade Normal;Frete OK;21;104,424;Adulto
Alta Lucratividade;Frete OK;22;429,624;Jovem
Alta Lucratividade;Frete OK;Pendente;376,371;Adulto
